,Date,Tweets
347,2019-10-18,Telecom operator #RELIANCE #Jio on Friday posted a #45.4 percent jump in its net #profit to Rs 990 crore on a standalone basis in the July-September quarter of 2019-20 on account of growth in #Subscribers base
348,2019-10-18,why should I #Switch_to_BSNL . i don't see any benefit of using #government services. before #Jio #Airtel  and #vodafoneidea  charging us like anything.
349,2019-10-18,"#RelianceJio posted Rs 990 crore net for Q2 ending September, a year-on-year #growth of 45.4 per cent on a standalone basis.

#Jio #Telecommunications #Business 
https://t.co/heazw3TFiP"
350,2019-10-18,"RT @Sanju_Verma_: #RILresults,phenomenal with #GRMs@ $9.4/bbl;net profit up 11.5% QoQ@ 11262Cr, on revenue of Rs 1.48 lakh Cr

EBITDA up 3.…"
351,2019-10-18,"RT @Sanju_Verma_: #RILresults,phenomenal with #GRMs@ $9.4/bbl;net profit up 11.5% QoQ@ 11262Cr, on revenue of Rs 1.48 lakh Cr

EBITDA up 3.…"
352,2019-10-18,"RT @Sanju_Verma_: #RILresults,phenomenal with #GRMs@ $9.4/bbl;net profit up 11.5% QoQ@ 11262Cr, on revenue of Rs 1.48 lakh Cr

EBITDA up 3.…"
353,2019-10-18,"RT @Sanju_Verma_: #RILresults,phenomenal with #GRMs@ $9.4/bbl;net profit up 11.5% QoQ@ 11262Cr, on revenue of Rs 1.48 lakh Cr

EBITDA up 3.…"
354,2019-10-18,@VodafoneIN How much time does #MNP process take? Looking forward to port from #Jio
355,2019-10-18,RT @white_nite: @reliancejio Then why did your chairman declare never ever to pay for calls. Is he just faking . Is this what your company…
356,2019-10-18,"RT @investeek: Reliance Jio Key Performance Stats for #Q2FY20 

#RIL  #Jio #IndianStockMarkets https://t.co/DgYgE3Qq8H"
357,2019-10-18,Well put! #Jio #IUC #IUCExplained #BoycottJio @reliancejio @jiocare #TRAI https://t.co/47KrD07mQN
358,2019-10-18,"RT @Sanju_Verma_: #RILresults,phenomenal with #GRMs@ $9.4/bbl;net profit up 11.5% QoQ@ 11262Cr, on revenue of Rs 1.48 lakh Cr

EBITDA up 3.…"
359,2019-10-18,#Jio Q2 net profit up 45.4% at Rs 990 crore https://t.co/eAGoK4MqQ7
360,2019-10-18,"RT @Sanju_Verma_: #RILresults,phenomenal with #GRMs@ $9.4/bbl;net profit up 11.5% QoQ@ 11262Cr, on revenue of Rs 1.48 lakh Cr

EBITDA up 3.…"
361,2019-10-18,"RT @Sanju_Verma_: #RILresults,phenomenal with #GRMs@ $9.4/bbl;net profit up 11.5% QoQ@ 11262Cr, on revenue of Rs 1.48 lakh Cr

EBITDA up 3.…"
362,2019-10-18,RT @AltsarkarF: This is ignorant. #predatorypricing is when a firm deliberately drops its prices to a level that drives the competition UT…
363,2019-10-18,"@rsprasad @ACTFibernet Hello Actfibernet team,
if you can not give reply or resolve the problem then you should shut down your business.
@ACTFibernet
 #actfibre #jio #airtel #sameonyou
@DoT_India
 @rsprasad
 @GoI_MeitY"
364,2019-10-18,"RT @Sanju_Verma_: #RILresults,phenomenal with #GRMs@ $9.4/bbl;net profit up 11.5% QoQ@ 11262Cr, on revenue of Rs 1.48 lakh Cr

EBITDA up 3.…"
365,2019-10-18,"RT @Sanju_Verma_: #RILresults,phenomenal with #GRMs@ $9.4/bbl;net profit up 11.5% QoQ@ 11262Cr, on revenue of Rs 1.48 lakh Cr

EBITDA up 3.…"
366,2019-10-18,"#RILresults,phenomenal with #GRMs@ $9.4/bbl;net profit up 11.5% QoQ@ 11262Cr, on revenue of Rs 1.48 lakh Cr

EBITDA up 3.9%@ 22152Cr
Margins up 130bps@14.91%

#Retail segment added 337 stores,with revenue up 27%&amp;EBIT up 63%..slowdown huh?

#Jio adds 24mn subscribers👍
#Modinomics"
367,2019-10-18,The #Jio's subscriber base reached at 35.52 crore at the end of the reported quarter from 33.13 crore in the previous quarter. #RelianceJio #Reliance #RIL #RelianceIndustries #RILresults #RILQ2FY20 #MukeshAmbani https://t.co/N5Nien2wmU
368,2019-10-18,@iamDipta Hatsoff to @reliancejio Such a huge change after it comes market #Jio
369,2019-10-18,"Reliance Jio Key Performance Stats for #Q2FY20 

#RIL  #Jio #IndianStockMarkets https://t.co/DgYgE3Qq8H"
370,2019-10-18,"#reliance #jio #ambani s

• Revenue increased by 33.1% to Rs.14,562 crore ($ 2.1 billion) • PBDIT increased by 44.4% to Rs.5,188 crore ($ 0.7 billion) • Profit Before Tax increased by 45.2% to Rs.1,525 crore ($ 0.2 billion)"
371,2019-10-18,RT @moneycontrolcom: @reliancejio @flameoftruth @theRohitBansal #RelianceJio reported a 45.4% YoY jump in net profit to Rs 990 crore on a s…
372,2019-10-18,"Compared to #Airtel and #Jio 
#BSNL better...even 3G is much much better than so called 4G speed of other operators😂 If u wanna switch to other networks.. #Switch_to_BSNL 🤟🏻"
373,2019-10-18,"#Supportjio #JioOnIUC #jiousers
#Jio
How @VodafoneIN can send message to @reliancejio customer?
And 1 more thing i don't forgot that days👇👇👇 https://t.co/TYPx7TqUvo"
374,2019-10-18,@ANI #JIO gave 6 month free service for which #BSNL is down (one of the reasons) at that time he is mum
375,2019-10-18,"#RelianceJio adds 84.45 lakh net subscribers, others end up as losers: TRAI data
#MukeshAmbani #Jio https://t.co/wSLsccpWnl"
376,2019-10-18,RT @AltsarkarF: This is ignorant. #predatorypricing is when a firm deliberately drops its prices to a level that drives the competition UT…
377,2019-10-18,"RT @firstpost: #RIL's consolidated revenue rose to a record Rs 163,854 crore, up 4.8% from Rs 1,56,291 crore in the corresponding quarter l…"
378,2019-10-18,"RT @rags_to_riches3: 3lakh crore debt.
8th straight quarter of decline in ARPU.
Profits 10% lower than estimate.
No clearity over jio fibre…"
379,2019-10-18,"#RIL's consolidated revenue rose to a record Rs 163,854 crore, up 4.8% from Rs 1,56,291 crore in the corresponding quarter last year. #Jio #Reliance #RILQ2FY20 #RILresults #RelianceIndustries #MukeshAmbani #RelianceJio #RelianceRetail https://t.co/Klj2eLt4Zk"
380,2019-10-18,"@reliancejio @flameoftruth @theRohitBansal #RelianceJio reported a 45.4% YoY jump in net profit to Rs 990 crore on a standalone basis in the Q2 earnings.

#Jio @reliancejio 
https://t.co/9KXlSompEt"
381,2019-10-18,"RIL Q2 results: The consolidated net revenue grew by 4.8 per cent to Rs 163,854 crore in July-September quarter of FY20, compared to Rs 1,56,291 crore in the corresponding quarter
This company has become India 1st to touch 9lkh cr in term of market cap
#RelianceIndustries #Jio"
382,2019-10-18,"3lakh crore debt.
8th straight quarter of decline in ARPU.
Profits 10% lower than estimate.
No clearity over jio fibre. Why ?

""JIO ON THE WAY TO NEXT RCOM"".? lol. 
#RELIANCE #Jio #Nifty"
383,2019-10-18,"#RelianceIndustries September Quarter (Q2) results.

#Mukeshambani's #Reliance reported 18% jump in Q2 net #profit to a record ₹11,262 Cr.

#Jio #RelianceRetail #RelianceJio #MarketingMaverick https://t.co/arKf1tfLaT"
384,2019-10-18,RT @AltsarkarF: This is ignorant. #predatorypricing is when a firm deliberately drops its prices to a level that drives the competition UT…
385,2019-10-18,"Reliance Industries Q2 results LIVE: Mukesh Ambani firm posts profit of Rs 11,262 cr, #Jio profit up https://t.co/mzwK6IFHy5"
386,2019-10-18,RT @AltsarkarF: This is ignorant. #predatorypricing is when a firm deliberately drops its prices to a level that drives the competition UT…
387,2019-10-18,"RT @sabr_azad: This logic shld hv been applied on #Jio &amp; not E-Com companies 

#Jio instead of 45 days, got more than 6 months to give disc…"
388,2019-10-18,This is ignorant. #predatorypricing is when a firm deliberately drops its prices to a level that drives the competition UT of business. If #Modisarkar wishes to combat predatory pricing he should start with the Govt's crony friend Mr Ambani (#Reliance #Jio free data) https://t.co/dC2AfETx54
389,2019-10-18,"Jio is now giving free data.. 
Why jio is charging calls?? 
Reality behind it... 
Full details... 
https://t.co/QV9WpltxUI
#Thala #ViratKohli #Yuvan #Zombieland #jio #Bycottbigboss #bycottjio #jiodigitallife #jiocare #JISOO"
390,2019-10-18,"#worst #jio
I have to send and #MNP request to #1900 for which there are some sms charges as I have no active plan ridiculous @reliancejio asked me to have one. But they do have minimum recharge of ₹98.
So to even port out from Jio, they loot the customers (me) ₹100+
#rip"
391,2019-10-18,"What's the shit is happening here
Is he @PMOIndia Or #PrimeMarketingOfficer of #Jio 
And Having Tours and Having fun !!
Ridiculous!
For The First Time And It's The Time To Hate the convict Of The Nation and the one who assassinated @BSNLCorporate is @narendramodi  #Switch_to_BSNL https://t.co/CcwxNcekos"
392,2019-10-18,"Hello #everyone there,

Never, I said never use #Jio
They even take back all their 1 day validity packs, minimum recharge you can have is ₹98."
393,2019-10-18,"RELIANCE #JIO CROSSED EBITDA OF ₹ 5,000 CRORE, WITH 41.8% EBITDA MARGIN; ON TRACK TO
ACHIEVE 50% EBITDA MARGIN. 
ROBUST DATA TRAFFIC GROWTH (56% YOY) AND VOICE HAS ALSO GROWN 52% YOY. #RILresults ."
394,2019-10-18,"WTF wrong with @reliancejio ? As soon as my Data utilization reached 50% , speed of data almost drop to 0% . 

But why ? Still 50% data available for the day ?

And it's happening every single day. Tired of this shit.

#Jio #Jiocare @JioCare"
395,2019-10-18,@anupamchaudhary @rupasubramanya If @PiyushGoyal and his Ministerial colleagues in #ModiSarkar need to know that 'predatory pricing' is more than just offering temporary seasonal discounts to clear out. It is intent to destroy  the competition. Like what #Reliance tried to do with free data on #Jio.
396,2019-10-18,"Latest free data update of jio..
FULL details why jio is charging calls..
https://t.co/YpKVJYedFV
#airtel #AmazonFerrisDeal #aliexpress #Accounting #Jio #Bycottbigboss #BoycottJio #Accessbank"
397,2019-10-18,@reliancejio All have planned to stop recharges to #Jio The fake promises network. Throw away JIO SIMs and stop recommendations to people family and friends.
398,2019-10-18,"@ANI With due respect, when govt is destroying PSU for benefits of #Jio so what's wrong if e-commerce r destroying indian economy for their benefits???"
399,2019-10-18,@JioCare I already shared the details to you via DM. Still no response from #worst #jio
400,2019-10-18,"""Travel quotes are great to cheer up your day and keep the travel bug.""🤣
.
.
.
.
#travel #quote #laughter #MahaVijayWithModi #Jio #fun #travelplannerz"
401,2019-10-18,"RT @InvestingCharts: In just a week we are + Rs.53,295.00 on 5lk account

Many of followers took it and running it successfully 🤞

#Perform…"
402,2019-10-18,"In just a week we are + Rs.53,295.00 on 5lk account

Many of followers took it and running it successfully 🤞

#Performance #MakeItRight
#nifty #ArjunSinghIPSInTheatres #banknifty  #KamleshTiwari #MakeItRight #THALA60PoojaDay #HeroSecondLook #Switch_to_BSNL #Jio #risk https://t.co/aOetIfxOxm"
403,2019-10-18,#OnePlusTV series now available via #RelianceDigital and #Jio stores https://t.co/5puuNuOZjW https://t.co/ptIrSBcx7h
404,2019-10-18,"Does Jio Supports 4G+/LTE-ADVANCED ? (Not VoLTE)
#jio #JioLTEADVANCED @JioCare @reliancejio"
405,2019-10-18,"@TRAI iuc rs-0/- plz #Jio 
#BSNL #airtelindia #vodafoneidea 
# pmo"
406,2019-10-18,"#News | Will the change to #Jio’s voice call tariff affect its growth in the next few reports?

Know more about it here-
https://t.co/fniLhIgEWr"
407,2019-10-18,"RT @webtakipreuner1: This is service of #jio frauding people a week back provided with service but now again the same 
@JioCare @relianceji…"
408,2019-10-18,RT @nagellatrinath: Join #BSNL #BSNL_REVIVAL via #MNP #jio https://t.co/ZcPq77shlF
409,2019-10-18,"RT @sabr_azad: This logic shld hv been applied on #Jio &amp; not E-Com companies 

#Jio instead of 45 days, got more than 6 months to give disc…"
410,2019-10-18,@Ravi0883 @JioCare @reliancejio @reliancegroup @AmbaniTina They #Jio are providing absolutely ridiculous service.All they do is copy and paste their responses on social media @reliancejio @reliancegroup #Jio #JioMAMIwithStar2019 #JioOnIUC #JioFiber #jiogigafiber @AmbaniTina
411,2019-10-18,"RT @dineshpon: Now the people are porting  #jio sim to #BSNL network.
#Switch_to_BSNL #IndianeedBSNL 
#BSNL_GDP_Booster 
#BSNL4G 
#telecomk…"
412,2019-10-18,"Yes those days with Airtel data were really bakwaas :

102/-  for 300MB

#Jio https://t.co/VwQNhvIEId"
413,2019-10-18,"RT @dineshpon: Now the people are porting  #jio sim to #BSNL network.
#Switch_to_BSNL #IndianeedBSNL 
#BSNL_GDP_Booster 
#BSNL4G 
#telecomk…"
414,2019-10-18,"#Jio - You have Exhausted your Daily High speed Internet ....
#Me - https://t.co/ghoBJ2Q1xA"
415,2019-10-18,"RT @sabr_azad: This logic shld hv been applied on #Jio &amp; not E-Com companies 

#Jio instead of 45 days, got more than 6 months to give disc…"
416,2019-10-18,"RT @Ashik337: I didn't expect this from a Chartered Accountant. Of course, everyone has their right to express their own views. But everyon…"
417,2019-10-18,Cheap data with a massive cost. The Ambanis sure have gamed the system. Things you find when you do some digging into Jio's massive success. Brilliant work by the @thecaravanindia #Jio #Ambani https://t.co/q5DiTEGjgV
418,2019-10-18,"RT @Ashik337: I didn't expect this from a Chartered Accountant. Of course, everyone has their right to express their own views. But everyon…"
419,2019-10-18,"RT @Ashik337: I didn't expect this from a Chartered Accountant. Of course, everyone has their right to express their own views. But everyon…"
420,2019-10-18,"I didn't expect this from a Chartered Accountant. Of course, everyone has their right to express their own views. But everyone knows how #Jio is successfully ruling the telecom sector of India and what made #BSNL down.  #BSNL_GDP_Booster #Switch_to_BSNL https://t.co/uGpCmiBDSy"
421,2019-10-18,@JioCare Day 8: #Jio connection still down. Who is responsible for this? #TRAI #jiousers
422,2019-10-18,"#Reliance #Jio continued its #growth #journey in #August by adding the #highest #number of #subscribers during the month, while other major #telecom #operators, #Airtel and #Vodafone #Idea saw their #subscriber #base #erode.
https://t.co/MODP302ZGu"
423,2019-10-18,"RT @dineshpon: Now the people are porting  #jio sim to #BSNL network.
#Switch_to_BSNL #IndianeedBSNL 
#BSNL_GDP_Booster 
#BSNL4G 
#telecomk…"
424,2019-10-18,"RT @dineshpon: Now the people are porting  #jio sim to #BSNL network.
#Switch_to_BSNL #IndianeedBSNL 
#BSNL_GDP_Booster 
#BSNL4G 
#telecomk…"
425,2019-10-18,"RT @dineshpon: Now the people are porting  #jio sim to #BSNL network.
#Switch_to_BSNL #IndianeedBSNL 
#BSNL_GDP_Booster 
#BSNL4G 
#telecomk…"
426,2019-10-18,"RT @KKSDY: #BSNL is only Company who serve Nation,Never thought profits-loss, Time to turn rejoin #BSNL, &amp; #BoycottJio, Due to #Jio around…"
427,2019-10-18,RT @bookstarve: For a unemployed youth it's already huge for us to manage our minimum expenditure then there was companies like #jio who pu…
428,2019-10-18,"Leveraging the power of #5G, #AI and #IoT, hundreds of demos at #IndiaMobileCongress proved India’s telecom will eventually recover strongly. #reliance #jio
https://t.co/pZwRtWZxhj"
429,2019-10-18,"RT @MrRightCenter: @ANI Reliance Retail business is flopping. That’s why @PiyushGoyal is coming to the rescue.
If someone wants to sell som…"
430,2019-10-18,"RT @KKSDY: #BSNL is only Company who serve Nation,Never thought profits-loss, Time to turn rejoin #BSNL, &amp; #BoycottJio, Due to #Jio around…"
431,2019-10-18,"RT @mehak_goswami: #Switch_to_BSNL  now Everyone Moking Jio 4G  ( Network range &amp; speed poor )

#idea display ads on my idea app ""we are al…"
432,2019-10-18,RT @srohit05: So basically I got my SIM in 2010 as #BSNL and I have already switched many company and currently using #JIO and I believe no…
433,2019-10-18,"Reliance Jio adds 8.4 million users in August; Airtel, Voda Idea lose: Trai
#TRAI #Reliance #Jio #Airtel #Vodafone #Idea #August"
434,2019-10-18,"RT @KKSDY: #BSNL is only Company who serve Nation,Never thought profits-loss, Time to turn rejoin #BSNL, &amp; #BoycottJio, Due to #Jio around…"
435,2019-10-18,RT @srohit05: So basically I got my SIM in 2010 as #BSNL and I have already switched many company and currently using #JIO and I believe no…
436,2019-10-18,So basically I got my SIM in 2010 as #BSNL and I have already switched many company and currently using #JIO and I believe now its to #Switch_to_BSNL
437,2019-10-18,The truth behind #JIO #Reliance expansion.. Where we stop thinking these people start their process.. 😠 https://t.co/CfETDTKqyq
438,2019-10-18,"RT @dineshpon: Now the people are porting  #jio sim to #BSNL network.
#Switch_to_BSNL #IndianeedBSNL 
#BSNL_GDP_Booster 
#BSNL4G 
#telecomk…"
439,2019-10-18,RT @bijoshpv: @surajshah9 @JioCare @thebharatseva Their responses are a sham.Looks like this is being done for image building and marketing…
440,2019-10-18,"RT @dineshpon: Now the people are porting  #jio sim to #BSNL network.
#Switch_to_BSNL #IndianeedBSNL 
#BSNL_GDP_Booster 
#BSNL4G 
#telecomk…"
441,2019-10-18,"#Jio your internet speed is worst. Help or will have to switch to other network.

#jiousers #Jio"
442,2019-10-18,RT @rahimpadaniya: #quitjio join #Switch_to_BSNL  #joinbsnl #jio #reljio
443,2019-10-18,"RT @ETMarkets: #MerrillLynch on Wednesday said #Jio may continue its growth momentum.

https://t.co/yeGWuxLed4"
444,2019-10-18,@JioCare Day 7 of my continuing ordeal with my JIO connection. No outgoing calls !! Not able to recharge !!! And no one from JIO knows how to sort out the issue !!!! Pathetic.  @reliancejio #jio #JioDigitalLife #JioUsers #JioNews #JioOnIUC
445,2019-10-18,"@JioCare @DoT_India @PYadav440 Never resolved, i had many times complaint about internet speed but never solved by jio.
And now unable to make calls to non jio , i have a recharge pack before 10th oct. But then also facing problems.
#WorstServiceByJio
@reliancejio #Jio"
446,2019-10-18,"#MerrillLynch on Wednesday said #Jio may continue its growth momentum.

https://t.co/yeGWuxLed4"
447,2019-10-18,@JioCare Mr. Smith from your office was supposed to call me at 12 pm and confirm that my issue is sorted out. No update as yet ?@reliancejio #jio #JioDigitalLife #JioUsers #JioNews #JioOnIUC
448,2019-10-18,"RT @mehak_goswami: #Switch_to_BSNL  now Everyone Moking Jio 4G  ( Network range &amp; speed poor )

#idea display ads on my idea app ""we are al…"
449,2019-10-18,"I have been called by @reliancejio customer care twice this week asking if I want to convert my @airtelindia sim to Jio. What's happening! is this fake or Jio is really desperate.
#airtel #Jio #jiousers #RelianceJio"
450,2019-10-18,RT @rahimpadaniya: #quitjio join #Switch_to_BSNL  #joinbsnl #jio #reljio
451,2019-10-18,"Me and my Friend talking about
 how we started watching 
more PORN since #Jio came .... https://t.co/Pdgyf0eRj2"
452,2019-10-18,RT @rahimpadaniya: #quitjio join #Switch_to_BSNL  #joinbsnl #jio #reljio
453,2019-10-18,"RT @KKSDY: #BSNL is only Company who serve Nation,Never thought profits-loss, Time to turn rejoin #BSNL, &amp; #BoycottJio, Due to #Jio around…"
454,2019-10-18,"#MAMI Film Festival 2019 FULL EVENT | #DeepikaPadukone, #KaranJohar, Urvashi, Mrunal, Taapsee &amp; many
https://t.co/FtXvVcrUqw

#MAMI2019 #jiomami2019 #JioMAMIwithStar2019 #Jio"
455,2019-10-18,"RT @dhirenusoni: @JioCare 
My room has four Angles, 
All angles showing different angle of speed, that's why I called
#geniusJIO

In the he…"
456,2019-10-18,RT @bookstarve: For a unemployed youth it's already huge for us to manage our minimum expenditure then there was companies like #jio who pu…
457,2019-10-18,"RT @dineshpon: Now the people are porting  #jio sim to #BSNL network.
#Switch_to_BSNL #IndianeedBSNL 
#BSNL_GDP_Booster 
#BSNL4G 
#telecomk…"
458,2019-10-18,"RT @KKSDY: #BSNL is only Company who serve Nation,Never thought profits-loss, Time to turn rejoin #BSNL, &amp; #BoycottJio, Due to #Jio around…"
459,2019-10-18,"Now the people are porting  #jio sim to #BSNL network.
#Switch_to_BSNL #IndianeedBSNL 
#BSNL_GDP_Booster 
#BSNL4G 
#telecomking"
460,2019-10-18,"RT @mehak_goswami: #Switch_to_BSNL  now Everyone Moking Jio 4G  ( Network range &amp; speed poor )

#idea display ads on my idea app ""we are al…"
461,2019-10-18,"I have done it already 👍🏼

It's time to say good bye to #jio 

#Switch_to_BSNL"
462,2019-10-18,"RT @mehak_goswami: #Switch_to_BSNL  now Everyone Moking Jio 4G  ( Network range &amp; speed poor )

#idea display ads on my idea app ""we are al…"
463,2019-10-18,"RT @mehak_goswami: #Switch_to_BSNL  now Everyone Moking Jio 4G  ( Network range &amp; speed poor )

#idea display ads on my idea app ""we are al…"
464,2019-10-18,"RT @mehak_goswami: #Switch_to_BSNL  now Everyone Moking Jio 4G  ( Network range &amp; speed poor )

#idea display ads on my idea app ""we are al…"
465,2019-10-18,"RT @mehak_goswami: #Switch_to_BSNL  now Everyone Moking Jio 4G  ( Network range &amp; speed poor )

#idea display ads on my idea app ""we are al…"
466,2019-10-18,"RT @mehak_goswami: #Switch_to_BSNL  now Everyone Moking Jio 4G  ( Network range &amp; speed poor )

#idea display ads on my idea app ""we are al…"
467,2019-10-18,"RT @mehak_goswami: #Switch_to_BSNL  now Everyone Moking Jio 4G  ( Network range &amp; speed poor )

#idea display ads on my idea app ""we are al…"
468,2019-10-18,"RT @mehak_goswami: #Switch_to_BSNL  now Everyone Moking Jio 4G  ( Network range &amp; speed poor )

#idea display ads on my idea app ""we are al…"
469,2019-10-18,"RT @mehak_goswami: #Switch_to_BSNL  now Everyone Moking Jio 4G  ( Network range &amp; speed poor )

#idea display ads on my idea app ""we are al…"
470,2019-10-18,"RT @mehak_goswami: #Switch_to_BSNL  now Everyone Moking Jio 4G  ( Network range &amp; speed poor )

#idea display ads on my idea app ""we are al…"
471,2019-10-18,"RT @mehak_goswami: #Switch_to_BSNL  now Everyone Moking Jio 4G  ( Network range &amp; speed poor )

#idea display ads on my idea app ""we are al…"
472,2019-10-18,"RT @mehak_goswami: #Switch_to_BSNL  now Everyone Moking Jio 4G  ( Network range &amp; speed poor )

#idea display ads on my idea app ""we are al…"
473,2019-10-18,"RT @mehak_goswami: #Switch_to_BSNL  now Everyone Moking Jio 4G  ( Network range &amp; speed poor )

#idea display ads on my idea app ""we are al…"
474,2019-10-18,"RT @mehak_goswami: #Switch_to_BSNL  now Everyone Moking Jio 4G  ( Network range &amp; speed poor )

#idea display ads on my idea app ""we are al…"
475,2019-10-18,Truly agree #Jio is truly genuine and transparent. We all are enjoying the lowest rates in the world and unlimited benefits only due to #Jio https://t.co/uV0tuEhQz5
476,2019-10-18,"@ANI Reliance Retail business is flopping. That’s why @PiyushGoyal is coming to the rescue.
If someone wants to sell something at reduced prices, why government is interfering?
Govt didn’t interfere when #Jio introduced free calls.

https://t.co/0PsW52Gevf"
477,2019-10-18,RT @rahimpadaniya: #quitjio join #Switch_to_BSNL  #joinbsnl #jio #reljio
478,2019-10-18,"RT @mehak_goswami: #Switch_to_BSNL  now Everyone Moking Jio 4G  ( Network range &amp; speed poor )

#idea display ads on my idea app ""we are al…"
479,2019-10-18,"RT @mehak_goswami: #Switch_to_BSNL  now Everyone Moking Jio 4G  ( Network range &amp; speed poor )

#idea display ads on my idea app ""we are al…"
480,2019-10-18,"RT @KKSDY: #BSNL is only Company who serve Nation,Never thought profits-loss, Time to turn rejoin #BSNL, &amp; #BoycottJio, Due to #Jio around…"
481,2019-10-18,"#Switch_to_BSNL  now Everyone Moking Jio 4G  ( Network range &amp; speed poor )

#idea display ads on my idea app ""we are always unlimited in calls  ( Data speed 2 mpbs in cities )

#airtel We are Unlimited no more 6 Paisa / per Minute  ( 4G switch to 3G ) 

#Jio  4G no issue so far https://t.co/W5SJJ1YVri"
482,2019-10-18,"RT @bookstarve: Go back to letter writting &amp;postcard system ,or move to #BSNL that's the only way to communicate in a cheap rate or go with…"
483,2019-10-18,"RT @KKSDY: #BSNL is only Company who serve Nation,Never thought profits-loss, Time to turn rejoin #BSNL, &amp; #BoycottJio, Due to #Jio around…"
484,2019-10-18,"RT @Parisutha_Aavi: This right here was the list of LOOT PACKAGE enforced by #Airtel. 

#Jio showed them their hole to crawl back.

Shamele…"
485,2019-10-18,"RT @bookstarve: Go back to letter writting &amp;postcard system ,or move to #BSNL that's the only way to communicate in a cheap rate or go with…"
486,2019-10-18,"RT @AlekhyaBanerjee: #BSNL #SaveBSNL #BoycottJio #SwitchtoBSNL
@PMOIndia @narendramodi @BSNLCorporate 
It may be a wrong desion to close BS…"
487,2019-10-18,RT @bookstarve: For a unemployed youth it's already huge for us to manage our minimum expenditure then there was companies like #jio who pu…
488,2019-10-18,RT @bookstarve: For a unemployed youth it's already huge for us to manage our minimum expenditure then there was companies like #jio who pu…
489,2019-10-18,RT @bookstarve: For a unemployed youth it's already huge for us to manage our minimum expenditure then there was companies like #jio who pu…
490,2019-10-18,"RT @RamanaGugulothu: #BoycottJio
#jio users to #RelianceJio right now 👉👉👉 https://t.co/Lrm7YyRixJ https://t.co/PrMcvTfZhp"
491,2019-10-18,"RT @SandeepShende: The #Jio cheat exposed... 

Rate :6 p/min 
If u talk to only non jio user :
Avg calls duration per month = 761 mins.  
C…"
492,2019-10-18,"Get an instant online loan on Mudrakwik 💸😊
(Link in the bio 👆🏼 )
.
.
.
#mudrakwik #instantloan #loan #money #onlineloan #bestloans #loanapp #loanapponline #personalloan #loanonline #quickloan #privateloan #friday #india #finance #economy #news #knowledge #jio #MukeshAmbani https://t.co/aoRUi3Xhyq"
493,2019-10-18,RT @rahimpadaniya: #quitjio join #Switch_to_BSNL  #joinbsnl #jio #reljio
494,2019-10-18,"RT @KKSDY: #BSNL is only Company who serve Nation,Never thought profits-loss, Time to turn rejoin #BSNL, &amp; #BoycottJio, Due to #Jio around…"
495,2019-10-18,RT @rahimpadaniya: #quitjio join #Switch_to_BSNL  #joinbsnl #jio #reljio
496,2019-10-18,RT @rahimpadaniya: #quitjio join #Switch_to_BSNL  #joinbsnl #jio #reljio
497,2019-10-18,RT @rahimpadaniya: #quitjio join #Switch_to_BSNL  #joinbsnl #jio #reljio
498,2019-10-18,RT @rahimpadaniya: #quitjio join #Switch_to_BSNL  #joinbsnl #jio #reljio
499,2019-10-18,RT @rahimpadaniya: #quitjio join #Switch_to_BSNL  #joinbsnl #jio #reljio
500,2019-10-18,RT @rahimpadaniya: #quitjio join #Switch_to_BSNL  #joinbsnl #jio #reljio
501,2019-10-18,RT @rahimpadaniya: #quitjio join #Switch_to_BSNL  #joinbsnl #jio #reljio
502,2019-10-18,#quitjio join #Switch_to_BSNL  #joinbsnl #jio #reljio
503,2019-10-18,"RT @bookstarve: Go back to letter writting &amp;postcard system ,or move to #BSNL that's the only way to communicate in a cheap rate or go with…"
504,2019-10-18,"RT @AlekhyaBanerjee: #BSNL #SaveBSNL #BoycottJio #SwitchtoBSNL
@PMOIndia @narendramodi @BSNLCorporate 
It may be a wrong desion to close BS…"
505,2019-10-18,"RT @KKSDY: #BSNL is only Company who serve Nation,Never thought profits-loss, Time to turn rejoin #BSNL, &amp; #BoycottJio, Due to #Jio around…"
506,2019-10-18,"RT @AlekhyaBanerjee: #BSNL #SaveBSNL #BoycottJio #SwitchtoBSNL
@PMOIndia @narendramodi @BSNLCorporate 
It may be a wrong desion to close BS…"
507,2019-10-18,RT @bookstarve: For a unemployed youth it's already huge for us to manage our minimum expenditure then there was companies like #jio who pu…
508,2019-10-18,"RT @KKSDY: #BSNL is only Company who serve Nation,Never thought profits-loss, Time to turn rejoin #BSNL, &amp; #BoycottJio, Due to #Jio around…"
509,2019-10-18,"RT @bookstarve: Go back to letter writting &amp;postcard system ,or move to #BSNL that's the only way to communicate in a cheap rate or go with…"
510,2019-10-18,"RT @AlekhyaBanerjee: #BSNL #SaveBSNL #BoycottJio #SwitchtoBSNL
@PMOIndia @narendramodi @BSNLCorporate 
It may be a wrong desion to close BS…"
511,2019-10-18,RT @bookstarve: For a unemployed youth it's already huge for us to manage our minimum expenditure then there was companies like #jio who pu…
512,2019-10-18,"RT @sabr_azad: This logic shld hv been applied on #Jio &amp; not E-Com companies 

#Jio instead of 45 days, got more than 6 months to give disc…"
513,2019-10-18,"RT @AlekhyaBanerjee: #BSNL #SaveBSNL #BoycottJio #SwitchtoBSNL
@PMOIndia @narendramodi @BSNLCorporate 
It may be a wrong desion to close BS…"
